,PLACEKEY,PARENT_PLACEKEY,LOCATION_NAME,SAFEGRAPH_BRAND_IDS,BRANDS,STORE_ID,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION,POSTAL_CODE,ISO_COUNTRY_CODE,PHONE_NUMBER,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE,GEOMETRY_TYPE,DOMAINS,WEBSITE
3423,223-226@627-wbn-b49,2n8-222@627-wbn-b49,Lobster Place,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.742583,-74.006103,75 9th Ave,New York,NY,10011.0,US,12122555672.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Gourmet,Seafood",,,2019-07,POLYGON,"[""lobsterplace.com""]",http://www.lobsterplace.com
3424,225-222@627-s4r-2x5,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,7465.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.769434,-73.984931,2 Columbus Ave,New York,NY,10023.0,US,12124896757.0,"{ ""Mon"": [[""5:30"", ""20:00""]], ""Tue"": [[""5:30"", ""20:00""]], ""Wed"": [[""5:30"", ""20:00""]], ""Thu"": [[""5:30"", ""20:00""]], ""Fri"": [[""5:30"", ""20:00""]], ""Sat"": [[""6:00"", ""18:00""]], ""Sun"": [[""6:00"", ""18:00""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07,POLYGON,"[""starbucks.com""]",https://www.starbucks.com/store-locator/store/8735
3427,228-222@627-wc7-4jv,,Spring Street Wine Shop,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.725185,-74.002847,187 Spring St,New York,NY,10012.0,US,12122190521.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""12:00"", ""20:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,[],
3428,228-223@627-wbz-4jv,228-224@627-wbz-4jv,Duane Reade by Walgreens,SG_BRAND_e18162f6fbe7ffc48f73af49ba89959f,Duane Reade by Walgreens,14131.0,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.703914,-74.012967,1 Whitehall St,New York,NY,10004.0,US,12125099020.0,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""9:00"", ""21:00""]] }",,,,2019-07,POLYGON,"[""duanereade.com"",""walgreens.com""]",https://www.walgreens.com/locator/duane+reade-1+whitehall+st-new+york-ny-10004/id=14131
3429,22c-222@627-s6g-3dv,,Domino's Pizza,SG_BRAND_da46ad6f82825669a56b44d32564dff8,Domino's Pizza,3335.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.823627,-73.938149,2554 Adam Clayton Powell Jr Blvd,New York,NY,10039.0,US,12122831100.0,"{ ""Mon"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Tue"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Wed"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Thu"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]] }","Counter Service,Dinner,Lunch,Pizza,Sandwich Shop",,,2019-07,POLYGON,"[""dominos.com""]",https://pizza.dominos.com/new-york/new-york/2554-adam-clayton-powell-jr
3430,22h-222@627-wbv-fzz,,Big Apple Meat Market,,,,Specialty Food Stores,Meat Markets,445210,40.758229,-73.993008,577 9th Ave,New York,NY,10036.0,US,12125632555.0,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:30"", ""22:00""]] }","Gourmet,Meats",,,2019-07,POLYGON,"[""bigapplemeatmarket.com""]",https://www.bigapplemeatmarket.com
3432,22r-222@627-wc7-2p9,,Blink Health,,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.721472,-74.004359,305 W Broadway,New York,NY,10013.0,US,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""9:00"", ""19:00""]] }",,,,2019-07,POLYGON,"[""blinkhealth.com""]",https://www.blinkhealth.com
3435,23b-222@627-wc7-94v,,Highline Deli II,,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.715449,-73.993222,83 Canal St,New York,NY,10002.0,US,12122263811.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07,POLYGON,"[""highlinedeli2.com""]",http://highlinedeli2.com/
3441,229-223@627-wc7-975,,The Leon Hotel,,,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,40.716087,-73.995199,125 Canal St,New York,NY,10002.0,US,12123908833.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07,POLYGON,"[""leonhotelnyc.com""]",http://leonhotelnyc.com/
3442,22c-222@627-s4t-xdv,,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,McDonald's,4825.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.798646,-73.939852,2142 3rd Ave,New York,NY,10035.0,US,13476370574.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Breakfast,Burgers,Counter Service,Dinner,Fast Food,Lunch",,,2019-07,POLYGON,"[""mcdonalds.com""]",https://www.mcdonalds.com/us/en-us/location/4825.html
3444,22j-223@627-s8j-9zz,,Malibu Diner,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.744071,-73.994926,163 W 23rd St,New York,NY,10011.0,US,12126911369.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Brunch,Coffee Shop,Diner",,,2019-07,POLYGON,"[""malibudinernyc.nyc""]",http://www.malibudinernyc.nyc
3445,22n-224@627-s8j-pvz,zzy-22n@627-s8j-pvz,Madison Avenue,,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,40.750193,-73.981527,237 Madison Ave,New York,NY,10016.0,US,12123380004.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [] }",,,,2019-07,POLYGON,"[""lenoxhillradiology.com""]",http://www.lenoxhillradiology.com
3446,22y-222@627-s8r-ysq,zzy-22r@627-s8r-8qf,T Mobile Store,SG_BRAND_4b82356db1a8f4a2db26dd5b7e30abba,T-Mobile,7639.0,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312,40.765523,-73.979495,167 W 57th St,New York,NY,10019.0,US,12125864979.0,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""11:00"", ""17:00""]] }","Cell Phone Accessories,Cell Phones,Electronics,IT Services",2020-11,,2019-07,POLYGON,"[""t-mobile.com""]",https://www.t-mobile.com/store-locator/ny/new-york/57th-7th
3449,zzw-225@627-s4v-2zf,,GameStop,SG_BRAND_548fcc570f3cdce01c20a3c8f1e624f6,GameStop,7803.0,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120,40.790995,-73.944749,1909 3rd Ave,New York,NY,10029.0,US,12123696214.0,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""20:00""]] }","Electronics,Video Games",,2023-04,2019-07,POLYGON,"[""gamestop.com""]",
3451,223-222@627-wbn-b49,22x-222@627-wbn-kcq,Dickson's Farmstand Meats,,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.74259,-74.00616,75 9th Ave,New York,NY,10011.0,US,12122422630.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""20:00""]] }","Butcher,Gourmet,Meats",,,2019-07,POLYGON,"[""dicksonsfarmstand.com""]",http://www.dicksonsfarmstand.com/
3453,226-225@627-wc7-3qz,,Aritzia,SG_BRAND_8556827a446e9dcc733d8f3bd5cd7110,Aritzia,2611.0,Clothing Stores,Women's Clothing Stores,448120,40.722814,-73.998818,524 Broadway,New York,NY,10012.0,US,12129652188.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:30""]], ""Sat"": [[""10:00"", ""21:30""]], ""Sun"": [[""10:00"", ""21:00""]] }","Accessories,Hats,Sportswear,Women's Clothing",,,2019-07,POLYGON,"[""aritzia.com""]",https://www.aritzia.com/en/store/aritzia-soho-new-york
3454,22f-225@627-s8j-zcq,,The Gel Bar,,,,Personal Care Services,"Hair, Nail, and Skin Care Services",81211,40.74755,-73.991611,143 W 29th St,New York,NY,10001.0,US,12126955985.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,,2019-07,POLYGON,"[""thegelbarnyc.com""]",http://thegelbarnyc.com
3455,22f-226@627-s8k-3t9,22f-236@627-s8k-3t9,7-Eleven,SG_BRAND_2e2448f12fc87fe452e9166153797a7f,7-Eleven,39308.0,Grocery Stores,Convenience Stores,445120,40.753964,-73.992621,535 8th Ave,New York,NY,10018.0,US,12122440100.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Beverages,Coffee Shop,Discount Store,Sandwich Shop,Snacks",,,2019-07,POLYGON,"[""7-eleven.com""]",https://www.7-eleven.com/locations/ny/new-york/535-8th-ave-39308
3457,22h-222@627-wc7-q75,,Great Jones Spa,,,,Personal Care Services,Other Personal Care Services,812199,40.726967,-73.993293,29 Great Jones St,New York,NY,10012.0,US,12125053185.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""14:45"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }","Massage Therapy,Skin Care,Spa",,,2019-07,POLYGON,"[""gjspa.com""]",
3460,22k-222@627-wc6-z4v,,Champion,SG_BRAND_dfb9369570afea1,Champion,,Clothing Stores,Family Clothing Stores,448140,40.719911,-74.001097,434 Broadway Unit 2070A,New York,NY,10013.0,US,12122262740.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Accessories,Children's Clothing,Men's Clothing,Sportswear,Women's Clothing",,,2019-07,POLYGON,"[""champion.com"",""broadway.com""]",https://stores.champion.com/ny/new-york/434-broadway.html
3461,22m-222@627-s8r-8sq,,Central Park Cleaners,,,,Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),812320,40.766981,-73.983008,973 8th Ave,New York,NY,10019.0,US,12124893545.0,,,,1900-01,2019-07,POLYGON,[],
3469,zzw-22f@627-s8h-vcq,,Outback Steakhouse,SG_BRAND_bbda8c58ab2c6658e3afa3d31a8486f1,Outback Steakhouse,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.742375,-73.992366,60 W 23rd St # 6,New York,NY,10010.0,US,12129893122.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [[""11:00"", ""21:00""]] }","American Food,Casual Dining,Dinner,Lunch,Steak House",,2023-08,2019-07,POLYGON,"[""outbacksteakhouse.com"",""outback.com""]",
3470,222-222@627-s4n-mtv,,Normandie Wines,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.783283,-73.947568,1834 2nd Ave,New York,NY,10128.0,US,12128761994.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:30""]], ""Sat"": [[""11:00"", ""22:30""]], ""Sun"": [[""14:00"", ""19:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""normandiewines.com""]",
3472,225-222@627-wbv-kcq,,St Luke's Theatre,,,2621.0,Other Miscellaneous Manufacturing,,3399,40.758901,-73.987089,308 W 46th St,New York,NY,10036.0,US,12122396200.0,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""11:00"", ""24:00""]] }",,,,2019-07,POLYGON,"[""palacetheatre.net"",""hillaryandclintonbroadway.com"",""minttheater.org"",""priscillaonbroadway.com"",""shubert.nyc"",""theatrerow.org"",""seminaronbroadway.com"",""ifthenthemusical.com"",""sonyhall.com"",""hollerifyahearme.com"",""telecharge.com"",""noahdiamond.com"",""awin1.com"",""shealive.com"",""shearmadness.com"",""straighttheplay.com"",""hungrycaterpillarshow.com"",""davenporttheatre.com"",""johnkilgore.com"",""significantotherbroadway.com"",""stlukestheatre.com"",""amasmusical.org"",""youtube.com"",""inbedwithroycohn.com"",""lesmis.com"",""kimberlyakimbothemusical.com"",""birdlandjazz.com"",""hamiltonbroadway.com"",""tactnyc.org"",""americanairlinestheatre.net"",""forthelasttimemusical.com"",""manhattantheatreclub.com"",""thatchampionshipseason.com"",""evitaonbroadway.com"",""amttheater.org"",""nothingtohidenyc.com"",""moulinrougemusical.com"",""nexttonormal.com"",""fpatheatre.com"",""edisonballroom.com"",""sideshowbroadway.com"",""alhirschfeldtheatre.org"",""broadway.com"",""mtc-nyc.org"",""dragqueenshow.com"",""new42.org"",""waitressthemusical.com"",""mammamianorthamerica.com"",""tinaonbroadway.com"",""pipsisland.com"",""tsxbroadway.com"",""theplayroomtheater.com"",""pearltheatre.org"",""daddylonglegsmusical.com"",""theatrecircleshop.com"",""signaturetheatre.org"",""thegreenroom42.com"",""theactingcompany.org"",""doctorzhivagobroadway.com"",""boychickaffair.com"",""deadaccountsonbroadway.com"",""marvel.com"",""christinereveals.com"",""newtheater.co"",""dearevanhansen.com"",""mothersandsonsbroadway.com"",""playhouse46.org"",""321mgt.com"",""asteadyrain.com"",""roundabouttheatre.org"",""vanyasoniamashaspike.com"",""alegrias.com"",""entertainment-link.com"",""foolforlovebroadway.com"",""allstars.org"",""onthetownbroadway.com"",""vitaltheatre.org"",""castpartynyc.com"",""thatbacheloretteshow.com"",""completetheatre.net"",""luntfontannetheatre.com"",""newvictory.org"",""rockofagesmusical.com"",""shakerleg.com"",""nycnewyears.com"",""pinkaliciousthemusical.com"",""frozenthemusical.com"",""colinquinnlongstoryshort.com"",""aroundtheworldinnyc.com"",""heisenbergbroadway.com"",""thedonnasummermusical.com"",""47thstreettheatre.com"",""escapetomargaritavillemusical.com"",""onyourfeetmusical.com"",""damesatseabroadway.com"",""littleorchestra.org"",""abeautifulnoisethemusical.com"",""hamiltonmusical.com"",""boysintheband.com"",""mysinatra.com"",""hellodollyonbroadway.com"",""garyonbroadway.com"",""happy50ishmusical.com"",""thenewgroup.org"",""sunlightstudios.com"",""lyricbroadway.com"",""somelikeithotmusical.com"",""keencompany.org"",""bandstandbroadway.com"",""leveproductions.com"",""achristmasstorythemusical.com"",""playco.org"",""discoverytsx.com"",""wingspanarts.org"",""purlievictorious.com"",""romeoandbernadette.com"",""jujamcyn.com"",""newsicalthemusical.net"",""theanarchistbroadway.com"",""groovaloo.com"",""ruthlessthemusical.com"",""ghostthemusical.com"",""bringitonmusical.com"",""lmao-nyc.com"",""theheidichroniclesonbroadway.com"",""newyork-fashionweek.com"",""theatrerowdiner.com"",""thepreacherandtheshrink.com"",""dukeon42.org"",""liaisonsbroadway.com"",""hotboxgirls.com"",""charlieonbroadway.com"",""tkobandusa.com"",""thatchemistryshow.com"",""50shadesthemusical.com"",""thegreatcometof1812.com"",""theinkwellnyc.com"",""marquistheatre.com"",""sistasthemusical.com"",""broadwaydirect.com"",""cockfightplay.com"",""missabigailsguide.com"",""roebucktheatrical.com"",""matildathemusical.com"",""tootsiemusical.com"",""thehumansonbroadway.com"",""oncemusical.com"",""colorpurple.com"",""broadwaynewyork.com"",""popcornfalls.com"",""auroraprod.com"",""thatphysicsshow.com"",""ostwaldjazz.com"",""shubertevents.com"",""anniethemusicalshop.com"",""handtogodbroadway.com"",""luckyguyplay.com"",""46thstreettheatre.com"",""saygoodnightgracie.net"",""shubertorganization.com"",""maximumcompany.com"",""bargaintkts.com"",""palacetheatreonbroadway.com"",""tdf.org"",""enchantmenttheatre.org"",""handsonahardbody.com"",""cityexperts.com"",""writeactreptheatre.org"",""findingneverlandthemusical.com"",""theencounterbroadway.com"",""castillo.org"",""therichardrodgerstheatre.com"",""misskimtheplay.com"",""streetcaronbroadway.com"",""dollshousepart2.com"",""essentialtheatregroup.com"",""memphisthemusical.com"",""thephantomoftheopera.com"",""newyorknewyorkbroadway.com"",""larktheatre.org"",""itshouldabeenyou.com"",""motownthemusical.com"",""comefromaway.com"",""bindercasting.com"",""anastasiabroadway.com"",""luntfontannebroadway.com"",""kinkybootsthemusical.com"",""billyelliotbroadway.com"",""sweetspotnation.com"",""rtrcruises.com"",""equusonbroadway.com"",""continentalguestservices.com"",""richardrodgerstheatre.com"",""theliontheatre.com"",""triumvirateartists.com"",""lubovitch.org"",""anactofgod.com"",""new42.com"",""queenofthenightnyc.com"",""theferrymanbroadway.com""]",
3474,227-223@627-s4n-v2k,,AOC East,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.774673,-73.950762,1590 1st Ave,New York,NY,10028.0,US,16469984220.0,"{ ""Mon"": [[""16:00"", ""24:00""]], ""Tue"": [[""16:00"", ""24:00""]], ""Wed"": [[""16:00"", ""24:00""]], ""Thu"": [[""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""12:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""12:00"", ""24:00""]] }","Bar or Pub,French Food,Late Night,Seafood,Wine Bar",,,2019-07,POLYGON,"[""aoceast.com""]",https://aoceast.com
3476,22b-223@627-s8k-pgk,,Bua,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.726753,-73.983943,122 Saint Marks Pl,New York,NY,10009.0,US,12129796276.0,"{ ""Mon"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Tue"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Wed"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Thu"": [[""0:00"", ""4:00""], [""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""12:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""12:00"", ""24:00""]] }","Bar or Pub,Late Night",,,2019-07,POLYGON,"[""buabar.com""]",http://www.buabar.com
3477,22c-222@627-wc7-qmk,22d-228@627-wc7-syv,Fresh&co.,SG_BRAND_6941ee98f89b15bb,Fresh&co.,78260.0,Specialty Food Stores,All Other Specialty Food Stores,445299,40.729805,-73.993386,729 Broadway,New York,NY,10003.0,US,12124737374.0,"{ ""Mon"": [[""6:30"", ""21:00""]], ""Tue"": [[""6:30"", ""21:00""]], ""Wed"": [[""6:30"", ""21:00""]], ""Thu"": [[""6:30"", ""21:00""]], ""Fri"": [[""6:30"", ""20:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""10:00"", ""19:00""]] }","Bakery,Beverages,Discount Store,Healthy Food,Meats",,,2019-07,POLYGON,"[""freshandco.com""]",http://www.freshandco.com/location/fresh-and-co-729-broadway/
3478,22h-222@627-s4m-y9z,229-224@627-s4m-y9z,Athleta,SG_BRAND_579a2f8f0bf87517cf22c11bf8827644,Athleta,4091.0,Clothing Stores,Family Clothing Stores,448140,40.778411,-73.953947,1517 3rd Ave,New York,NY,10028.0,US,12122492072.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Accessories,Lingerie,Sportswear,Swimwear,Women's Clothing",,,2019-07,POLYGON,"[""gap.com""]",https://athleta.gap.com/stores/ny/newyork/athleta-4785.html
3479,22h-224@627-s8m-hbk,,Dunkin',SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',352393.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.729427,-73.978485,542 E 14th St,New York,NY,10009.0,US,16464845519.0,"{ ""Mon"": [[""6:00"", ""20:00""]], ""Tue"": [[""6:00"", ""20:00""]], ""Wed"": [[""6:00"", ""20:00""]], ""Thu"": [[""6:00"", ""20:00""]], ""Fri"": [[""6:00"", ""20:00""]], ""Sat"": [[""7:00"", ""18:00""]], ""Sun"": [[""7:00"", ""18:00""]] }","Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",,,2019-07,POLYGON,"[""dunkindonuts.com""]",https://locations.dunkindonuts.com/en/352393
3480,22j-223@627-wbv-9fz,zzw-222@627-wbv-m6k,Bond Vet Hell's Kitchen,,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940,40.761594,-73.994501,631 10th Ave,New York,NY,10036.0,US,12124666115.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""20:00""]] }",,,,2019-07,POLYGON,"[""pelicanausa.com"",""bondvet.com"",""hellschickennyc.com""]",
3482,22p-222@627-wc8-249,,Sweet Chick,SG_BRAND_81becd717cc9f279,Sweet Chick,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.721725,-73.98728,178 Ludlow St,New York,NY,10002.0,US,16466570233.0,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""10:00"", ""24:00""]], ""Sun"": [[""10:00"", ""22:00""]] }","American Food,Breakfast,Chicken,Cocktail Lounge,Waffles",,,2019-07,POLYGON,"[""sweetchick.com""]",
3484,22y-222@627-s4n-mkz,,Reif's Tavern,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.781353,-73.948619,302 E 92nd St,New York,NY,10128.0,US,12124260519.0,"{ ""Mon"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Tue"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Wed"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Thu"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Fri"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]] }","Bar or Pub,Late Night,Sports Bar",,,2019-07,POLYGON,"[""reifstavern.com""]",http://reifstavern.com
